system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,.geo
2014_04_27_0,45.0,72.0,2.0,5.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_01_0,48.0,8.0,2.0,7.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_05_0,45.0,8.0,0.0,7.0,12.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_09_0,89.0,8.0,34.0,4.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_13_0,72.0,72.0,97.0,,25.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_17_0,86.0,0.0,34.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_21_0,80.0,0.0,99.0,,33.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_25_0,71.0,32.0,97.0,,24.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_05_29_0,62.0,72.0,0.0,2.0,22.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_02_0,85.0,48.0,34.0,8.0,47.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_06_0,8.0,48.0,107.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_10_0,90.0,0.0,34.0,3.0,53.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_14_0,88.0,0.0,32.0,5.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_18_0,93.0,8.0,99.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_22_0,89.0,0.0,32.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_26_0,90.0,8.0,97.0,,50.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_06_30_0,93.0,0.0,32.0,0.0,65.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_04_0,90.0,0.0,34.0,3.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_08_0,89.0,8.0,32.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_12_0,88.0,8.0,99.0,,45.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_16_0,100.0,72.0,99.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_20_0,91.0,8.0,34.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_24_0,89.0,8.0,34.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_07_28_0,89.0,8.0,97.0,,48.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_01_0,91.0,8.0,32.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_05_0,91.0,8.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_09_0,89.0,0.0,32.0,4.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_13_0,91.0,0.0,34.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_17_0,38.0,32.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_21_0,88.0,0.0,32.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_25_0,90.0,0.0,32.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_08_29_0,87.0,64.0,34.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_02_0,79.0,0.0,0.0,6.0,34.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_06_0,89.0,0.0,32.0,5.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_10_0,89.0,0.0,32.0,6.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_14_0,78.0,8.0,2.0,5.0,27.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_18_0,88.0,8.0,32.0,7.0,44.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_22_0,88.0,0.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_26_0,87.0,8.0,32.0,8.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_09_30_0,15.0,48.0,105.0,,3.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_04_0,79.0,0.0,2.0,8.0,29.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_08_0,25.0,32.0,2.0,6.0,4.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_12_0,61.0,0.0,0.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_16_0,67.0,0.0,2.0,8.0,14.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_20_0,53.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_24_0,51.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_10_28_0,45.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_01_0,47.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_05_0,42.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_09_0,39.0,0.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_13_0,6.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_17_0,35.0,72.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_21_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_25_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_11_29_0,36.0,72.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_03_0,8.0,48.0,16.0,0.0,1.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_07_0,26.0,72.0,2.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_11_0,35.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_15_0,33.0,8.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_19_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_23_0,27.0,32.0,8.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_27_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2014_12_31_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_01_0,17.0,32.0,10.0,9.0,2.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_05_0,38.0,8.0,18.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_09_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_13_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_17_0,34.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_21_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_25_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_01_29_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_02_0,41.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_06_0,38.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_10_0,39.0,8.0,16.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_14_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_18_0,27.0,72.0,10.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_22_0,37.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_02_26_0,33.0,8.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_02_0,34.0,8.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_06_0,34.0,0.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_10_0,35.0,0.0,2.0,7.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_14_0,38.0,0.0,2.0,8.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_18_0,27.0,48.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_22_0,43.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_26_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_03_30_0,42.0,0.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_03_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_07_0,41.0,0.0,2.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_11_0,41.0,8.0,0.0,8.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_15_0,4.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_19_0,47.0,8.0,0.0,7.0,12.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_23_0,57.0,0.0,2.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_04_27_0,65.0,0.0,2.0,8.0,21.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_01_0,76.0,0.0,0.0,9.0,30.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_05_0,100.0,72.0,97.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_09_0,89.0,0.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_13_0,57.0,48.0,113.0,,16.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_17_0,92.0,0.0,99.0,,53.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_21_0,91.0,0.0,34.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_25_0,89.0,0.0,32.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_05_29_0,31.0,32.0,107.0,,7.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_02_0,4.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_06_0,91.0,0.0,32.0,2.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_10_0,91.0,0.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_14_0,57.0,8.0,105.0,,16.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_18_0,93.0,0.0,34.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_22_0,89.0,8.0,32.0,4.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_26_0,92.0,8.0,34.0,1.0,61.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_06_30_0,93.0,8.0,97.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_04_0,73.0,8.0,113.0,,26.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_08_0,93.0,8.0,32.0,1.0,64.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_12_0,88.0,0.0,34.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_16_0,88.0,0.0,34.0,4.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_20_0,93.0,72.0,97.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_24_0,91.0,8.0,32.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_07_28_0,89.0,0.0,34.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_01_0,91.0,72.0,32.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_05_0,71.0,72.0,0.0,8.0,25.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_09_0,88.0,32.0,34.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_13_0,88.0,8.0,34.0,6.0,48.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_17_0,89.0,8.0,32.0,4.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_21_0,87.0,0.0,32.0,6.0,48.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_25_0,87.0,0.0,32.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_08_29_0,88.0,8.0,48.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_02_0,85.0,8.0,32.0,8.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_06_0,86.0,8.0,32.0,9.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_10_0,88.0,0.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_14_0,87.0,8.0,34.0,8.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_18_0,86.0,0.0,32.0,9.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_22_0,51.0,72.0,2.0,4.0,12.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_26_0,47.0,64.0,2.0,5.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_09_30_0,77.0,0.0,2.0,8.0,27.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_04_0,8.0,32.0,107.0,,2.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_08_0,63.0,0.0,2.0,8.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_12_0,60.0,0.0,0.0,7.0,15.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_16_0,53.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_20_0,50.0,8.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_24_0,47.0,8.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_10_28_0,45.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_01_0,36.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_05_0,35.0,0.0,2.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_09_0,36.0,72.0,2.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_13_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_17_0,33.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_21_0,33.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_25_0,35.0,72.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_11_29_0,25.0,0.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_03_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_07_0,34.0,0.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_11_0,7.0,32.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_15_0,40.0,8.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_19_0,25.0,0.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_23_0,37.0,72.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_27_0,9.0,32.0,16.0,0.0,1.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2015_12_31_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_01_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_05_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_09_0,36.0,8.0,10.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_13_0,39.0,8.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_17_0,35.0,72.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_21_0,40.0,72.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_25_0,42.0,72.0,10.0,0.0,6.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_01_29_0,34.0,48.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_02_02_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_02_06_0,33.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_02_10_0,21.0,8.0,2.0,9.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_02_14_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_02_26_0,35.0,0.0,2.0,7.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_01_0,4.0,48.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_05_0,41.0,0.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_09_0,19.0,8.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_13_0,39.0,8.0,0.0,6.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_17_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_21_0,42.0,8.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_25_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_03_29_0,33.0,48.0,10.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_02_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_06_0,31.0,0.0,0.0,4.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_10_0,42.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_14_0,38.0,0.0,2.0,6.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_18_0,33.0,48.0,8.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_22_0,58.0,0.0,0.0,7.0,17.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_26_0,77.0,0.0,0.0,9.0,32.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_04_30_0,63.0,32.0,105.0,,19.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_04_0,91.0,8.0,34.0,2.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_08_0,92.0,8.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_12_0,90.0,0.0,32.0,3.0,54.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_16_0,66.0,72.0,99.0,,21.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_20_0,84.0,8.0,32.0,8.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_24_0,92.0,8.0,97.0,,53.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_05_28_0,61.0,32.0,2.0,6.0,21.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_01_0,92.0,0.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_05_0,93.0,0.0,99.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_09_0,89.0,8.0,32.0,4.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_13_0,83.0,8.0,34.0,9.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_17_0,100.0,8.0,107.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_21_0,92.0,8.0,99.0,,53.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_25_0,41.0,32.0,10.0,7.0,10.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_06_29_0,37.0,48.0,18.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_03_0,85.0,8.0,34.0,7.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_07_0,92.0,0.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_11_0,55.0,8.0,2.0,4.0,16.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_15_0,92.0,8.0,34.0,1.0,59.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_19_0,93.0,8.0,32.0,1.0,64.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_23_0,89.0,0.0,32.0,4.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_27_0,90.0,32.0,34.0,4.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_07_31_0,92.0,8.0,32.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_04_0,89.0,0.0,34.0,5.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_08_0,90.0,72.0,34.0,3.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_12_0,92.0,0.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_16_0,89.0,72.0,34.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_20_0,89.0,0.0,32.0,4.0,50.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_24_0,83.0,32.0,32.0,9.0,40.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_08_28_0,100.0,72.0,97.0,,70.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_09_01_0,89.0,72.0,32.0,5.0,51.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_09_05_0,86.0,72.0,34.0,9.0,43.0,16.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_09_09_0,89.0,0.0,32.0,6.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2016_09_13_0,88.0,8.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
