system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev,.geo
2004_11_24_0,34.0,48.0,10.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_11_28_0,35.0,0.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_02_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_06_0,31.0,48.0,8.0,11.0,4.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_10_0,25.0,0.0,2.0,0.0,4.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_14_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_18_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_22_0,35.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_26_0,36.0,72.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2004_12_30_0,21.0,48.0,10.0,9.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_01_0,21.0,48.0,10.0,9.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_05_0,19.0,32.0,16.0,9.0,2.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_09_0,6.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_13_0,45.0,72.0,8.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_17_0,39.0,8.0,16.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_21_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_25_0,33.0,32.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_01_29_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_02_0,34.0,48.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_06_0,1.0,32.0,107.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_10_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_14_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_18_0,36.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_22_0,37.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_02_26_0,34.0,72.0,16.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_02_0,37.0,8.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_06_0,38.0,8.0,2.0,6.0,8.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_10_0,34.0,0.0,0.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_14_0,39.0,0.0,0.0,8.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_18_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_22_0,0.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_26_0,37.0,0.0,0.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_03_30_0,26.0,0.0,0.0,6.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_03_0,41.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_07_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_11_0,41.0,0.0,2.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_15_0,45.0,8.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_19_0,55.0,72.0,0.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_23_0,65.0,0.0,0.0,4.0,20.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_04_27_0,80.0,72.0,18.0,10.0,36.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_01_0,75.0,0.0,2.0,10.0,29.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_05_0,54.0,72.0,0.0,8.0,17.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_09_0,46.0,32.0,8.0,3.0,12.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_13_0,90.0,8.0,34.0,3.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_17_0,88.0,72.0,32.0,4.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_21_0,85.0,0.0,32.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_25_0,91.0,8.0,97.0,,52.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_05_29_0,93.0,72.0,113.0,,56.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_02_0,92.0,0.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_06_0,93.0,8.0,32.0,0.0,66.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_10_0,88.0,8.0,32.0,4.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_14_0,92.0,0.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_18_0,87.0,8.0,32.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_22_0,83.0,8.0,32.0,9.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_26_0,92.0,8.0,34.0,1.0,62.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_06_30_0,92.0,8.0,99.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_04_0,92.0,0.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_08_0,90.0,8.0,32.0,2.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_12_0,87.0,72.0,32.0,5.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_16_0,92.0,8.0,32.0,1.0,64.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_20_0,90.0,0.0,32.0,3.0,57.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_24_0,93.0,8.0,32.0,1.0,64.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_07_28_0,91.0,0.0,34.0,2.0,56.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_01_0,90.0,8.0,48.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_05_0,87.0,8.0,34.0,6.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_09_0,91.0,8.0,32.0,2.0,55.0,8.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_13_0,73.0,32.0,99.0,,26.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_17_0,93.0,8.0,32.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_21_0,46.0,32.0,18.0,7.0,12.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_25_0,90.0,0.0,32.0,3.0,52.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_08_29_0,91.0,8.0,32.0,3.0,55.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_02_0,89.0,0.0,34.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_06_0,89.0,8.0,32.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_10_0,89.0,8.0,34.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_14_0,37.0,32.0,115.0,,9.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_18_0,89.0,8.0,34.0,6.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_22_0,75.0,32.0,0.0,7.0,23.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_26_0,88.0,0.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_09_30_0,84.0,0.0,2.0,7.0,34.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_04_0,87.0,72.0,34.0,8.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_08_0,79.0,0.0,0.0,10.0,30.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_12_0,84.0,8.0,2.0,8.0,27.0,9.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_16_0,68.0,8.0,0.0,8.0,19.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_20_0,24.0,32.0,105.0,,5.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_24_0,61.0,0.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_10_28_0,61.0,0.0,2.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_01_0,52.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_05_0,41.0,8.0,2.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_09_0,43.0,0.0,18.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_13_0,36.0,0.0,0.0,6.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_17_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_21_0,34.0,32.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_25_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_11_29_0,41.0,32.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_03_0,33.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_07_0,45.0,72.0,8.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_11_0,4.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_15_0,25.0,72.0,2.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_19_0,39.0,8.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_23_0,41.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_27_0,38.0,0.0,0.0,7.0,6.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2005_12_31_0,28.0,0.0,0.0,4.0,4.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_01_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_05_0,40.0,8.0,18.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_09_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_13_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_17_0,34.0,72.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_21_0,26.0,0.0,2.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_25_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_01_29_0,34.0,0.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_02_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_06_0,35.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_10_0,40.0,0.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_14_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_18_0,37.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_22_0,35.0,8.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_02_26_0,41.0,8.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_02_0,37.0,8.0,0.0,6.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_06_0,32.0,0.0,0.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_10_0,43.0,8.0,18.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_14_0,42.0,8.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_18_0,1.0,32.0,105.0,,0.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_22_0,38.0,72.0,0.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_26_0,42.0,8.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_03_30_0,42.0,0.0,2.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_03_0,40.0,0.0,0.0,6.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_07_0,41.0,0.0,0.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_11_0,42.0,8.0,2.0,8.0,10.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_15_0,57.0,8.0,0.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_19_0,64.0,0.0,2.0,8.0,20.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_23_0,60.0,72.0,0.0,7.0,19.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_04_27_0,68.0,8.0,2.0,10.0,24.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_01_0,89.0,0.0,32.0,5.0,50.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_05_0,42.0,48.0,107.0,,11.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_09_0,92.0,0.0,34.0,1.0,59.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_13_0,92.0,0.0,34.0,1.0,62.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_17_0,85.0,8.0,32.0,7.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_21_0,70.0,48.0,115.0,,24.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_25_0,91.0,0.0,32.0,2.0,58.0,6.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_05_29_0,93.0,0.0,97.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_02_0,92.0,0.0,97.0,,53.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_06_0,92.0,8.0,97.0,,54.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_10_0,85.0,8.0,34.0,7.0,48.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_14_0,88.0,72.0,32.0,4.0,52.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_18_0,84.0,72.0,32.0,8.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_22_0,94.0,8.0,32.0,0.0,66.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_26_0,91.0,8.0,34.0,1.0,61.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_06_30_0,93.0,8.0,97.0,,55.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_04_0,84.0,8.0,48.0,8.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_08_0,50.0,32.0,107.0,,13.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_12_0,54.0,32.0,0.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_16_0,92.0,8.0,34.0,2.0,57.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_20_0,90.0,8.0,34.0,3.0,53.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_24_0,84.0,32.0,32.0,8.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_07_28_0,94.0,0.0,32.0,0.0,67.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_01_0,88.0,8.0,34.0,5.0,49.0,12.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_05_0,89.0,8.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_09_0,71.0,8.0,0.0,5.0,26.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_13_0,89.0,8.0,32.0,3.0,50.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_17_0,86.0,72.0,34.0,7.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_21_0,89.0,0.0,32.0,4.0,51.0,11.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_25_0,93.0,8.0,34.0,1.0,63.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_08_29_0,34.0,32.0,97.0,,8.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_02_0,71.0,8.0,0.0,3.0,26.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_06_0,87.0,8.0,32.0,8.0,43.0,15.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_10_0,89.0,8.0,32.0,6.0,46.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_14_0,90.0,0.0,34.0,5.0,47.0,13.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_18_0,93.0,0.0,34.0,1.0,58.0,7.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_22_0,88.0,0.0,32.0,7.0,45.0,14.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_26_0,83.0,0.0,2.0,8.0,34.0,10.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_09_30_0,73.0,0.0,2.0,8.0,22.0,5.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_04_0,66.0,32.0,2.0,8.0,18.0,4.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_08_0,50.0,64.0,0.0,6.0,11.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_12_0,63.0,0.0,0.0,7.0,16.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_16_0,3.0,32.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_20_0,54.0,0.0,0.0,8.0,13.0,3.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_24_0,52.0,0.0,2.0,8.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_10_28_0,45.0,48.0,18.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_01_0,47.0,0.0,2.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_05_0,44.0,8.0,2.0,8.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_09_0,46.0,0.0,0.0,6.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_13_0,38.0,8.0,2.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_17_0,41.0,64.0,0.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_21_0,40.0,0.0,2.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_25_0,35.0,32.0,10.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_11_29_0,9.0,36.0,0.0,0.0,1.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_03_0,27.0,0.0,10.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_07_0,27.0,4.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_11_0,42.0,0.0,2.0,9.0,7.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_15_0,36.0,8.0,18.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_19_0,25.0,8.0,0.0,0.0,3.0,0.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_23_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_27_0,35.0,48.0,16.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2006_12_31_0,34.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_01_0,34.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_05_0,35.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_09_0,36.0,0.0,0.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_13_0,22.0,4.0,0.0,8.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_17_0,35.0,72.0,10.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_21_0,18.0,0.0,16.0,9.0,2.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_25_0,36.0,8.0,10.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_01_29_0,41.0,72.0,18.0,9.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_02_0,35.0,8.0,8.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_06_0,20.0,8.0,16.0,8.0,3.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_10_0,34.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_14_0,5.0,0.0,107.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_18_0,35.0,8.0,2.0,7.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_22_0,40.0,8.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_02_26_0,41.0,8.0,0.0,10.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_02_0,42.0,0.0,0.0,7.0,9.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_06_0,38.0,0.0,2.0,5.0,7.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_10_0,41.0,8.0,2.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_14_0,27.0,0.0,0.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_18_0,41.0,0.0,0.0,7.0,8.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_22_0,5.0,32.0,105.0,,1.0,,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
2007_03_26_0,33.0,32.0,18.0,8.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[-92.2,38.7441]}"
